Date,sentiment,btc_trans_blockchain,avg_block_size,unique_sentbyaddress,avg_hashrate,sent_in_usd,median_trans_fee,avg_block_confirm_time_min,median_trans_value_usd,sma_20,ema_20,ema_12,ema_26,macd,signal_line,rsi,%k,%d,middle_band,upper_band,lower_band,ret1,ret2,ret3,ret4,ret5,target_returns
2015-01-27,1,0.0380745419629131,0.0165948971064932,171248.0,0.2084595791198416,0.1225878811129675,0.0016483122309906,9.664,-0.0048425906452829,-0.0427470142005406,-0.0082929124150163,0.020664988089126,-0.0178492242663876,-0.5086084375788278,-0.6818810422540793,0.1634545222247321,0.263559525076058,0.4136390801401024,-0.0427470142005406,-0.0543395453382302,-0.0199636344183078,0.0751262299349067,0.10436538406066287,0.17390200052301674,0.16979489433141826,0.20167421010704967,-0.03593398648984636
2015-01-28,-1,0.0380745419629131,0.0165948971064932,125251.0,0.2084595791198416,0.1225878811129675,0.0007103018718606,8.78,-0.0231584182953259,-0.0434495556382588,-0.0114132714007455,0.0112890996031751,-0.0195799146878323,-0.5086084375788278,-0.6818810422540793,-0.0087697646660314,-0.1362242676455669,0.1846008132821328,-0.0434495556382588,-0.0609787635392047,-0.0111434723527388,-0.03593398648984636,0.03649265851354633,0.06468113326997305,0.13171902189581908,0.12775950040262174,-0.1139278169398954
2015-01-29,-1,0.0380745419629131,0.0165948971064932,141590.0,0.2084595791198416,0.1225878811129675,-0.0010961296927382,8.78,0.0200539948011773,-0.0454167347639167,-0.0136748261375272,0.0042450185013747,-0.0207511586957105,-0.5086084375788278,-0.6818810422540793,-0.009079607693462,-0.3003613066956534,-0.0462293574411005,-0.0454167347639167,-0.0738394168534144,0.0040890420019943,-0.1139278169398954,-0.14576792279500594,-0.08159268734513059,-0.05661566398056894,0.002784744341874701,-0.002468433338708498
2015-01-30,-1,0.0380745419629131,0.0165948971064932,127447.0,0.2084595791198416,0.1225878811129675,-0.0008966880368052,10.435,0.1691698114055846,-0.0456430001738894,-0.0173817996536644,-0.0044768054554298,-0.0230934610556916,-0.5086084375788278,-0.6818810422540793,-0.0427617847480279,-0.4045811249760724,-0.2900103187129894,-0.0456430001738894,-0.077680148155979,0.0087360998552732,-0.002468433338708498,-0.11611502705706322,-0.14787653773337295,-0.0838597145742015,-0.058944345326814584,-0.02719832676784595
2015-01-31,-1,0.0380745419629131,0.0165948971064932,168547.0,0.2084595791198416,0.1225878811129675,-0.0010534288558089,8.675,-0.2504700031670044,-0.04588728601398,-0.0227385205473655,-0.0151954049041149,-0.0267798948375821,-0.5086084375788278,-0.6818810422540793,-0.0806560795916082,-0.5895422946956446,-0.43412189881741,-0.04588728601398,-0.0777567792885971,0.0073418792971402,-0.02719832676784595,-0.029599622850003615,-0.1401552193763539,-0.17105287010664894,-0.10877719742240011,-0.042280286051031846
2015-02-01,1,0.0380745419629131,0.0165948971064932,135337.0,0.2084595791198416,0.1225878811129675,0.0059882035140419,8.727,0.4009069176912598,-0.0448512552235547,-0.0233100635572496,-0.0172233837301094,-0.026944884637893,-0.5086084375788278,-0.6818810422540793,0.0037116230967439,-0.446129603712937,-0.4916722119723493,-0.0448512552235547,-0.0807444777161441,0.0135060854972062,-0.042280286051031846,-0.06832865978302383,-0.07062842837993466,-0.1765097026606084,-0.20610099187972164,0.04437739638806448
2015-02-02,-1,0.0380745419629131,0.0165948971064932,149103.0,0.2084595791198416,0.1225878811129675,-0.0020311281678707,9.057,0.0509568664608552,-0.0344712821843833,-0.0197058346505123,-0.0121456240824695,-0.0239625440689916,-0.5086084375788278,-0.6818810422540793,0.0742716873636313,-0.0374213452116731,-0.3583900586472781,-0.0344712821843833,-0.0632601774078311,0.0124154366893218,0.04437739638806448,0.00022082132354528383,-0.026983511414815697,-0.02938533775435248,-0.13996534731385302,0.04840368114057969
2015-02-03,-1,0.0380745419629131,0.0165948971064932,177855.0,0.2084595791198416,0.1225878811129675,0.00113337978175,9.114,-0.1405575760029167,-0.0194281708967709,-0.0202511543310466,-0.0141457899361814,-0.0240903987481369,-0.5086084375788278,-0.6818810422540793,0.0034550542372842,-0.5497270498971654,-0.3334329957474131,-0.0194281708967709,-0.0635535635403181,0.048619305434034,0.04840368114057969,0.09492910687326139,0.048635191029059,0.02011406844318797,0.01759598486735725,-0.04187334477147875
2015-02-04,1,0.0380745419629131,0.0165948971064932,173673.0,0.2084595791198416,0.1225878811129675,-0.0001896499435561,8.675,-0.3241199575522415,-0.0128812881738236,-0.0204578138056064,-0.0153751451161516,-0.0239881978135505,-0.5086084375788278,-0.6818810422540793,0.0005766066452057,-0.5041289444343078,-0.3401786528344099,-0.0128812881738236,-0.0527313419598094,0.0480094693712711,-0.04187334477147875,0.004503512340492621,0.049080762880829854,0.004725328135593676,-0.02260151965096946,0.0006768507836822923
2015-02-05,1,0.0380745419629131,0.0165948971064932,172636.0,0.2084595791198416,0.1225878811129675,-0.0012736051444873,9.796,-0.4608630654678256,-0.0089461550033274,-0.0234733160637858,-0.0210914858062771,-0.0260446460139718,-0.5086084375788278,-0.6818810422540793,-0.0543603073785541,-1.195773505954151,-0.6956005412864519,-0.0089461550033274,-0.0445856704063487,0.0450558683457709,0.0006768507836822923,-0.0412248359940206,0.005183411330031973,0.04979083401733164,0.005405377261327615,-0.04718331465215653
2015-02-06,1,0.0380745419629131,0.0165948971064932,210342.0,0.2084595791198416,0.1225878811129675,-0.0018418323205408,9.6,0.3558821923048683,-0.0032686099193615,-0.0236393221053274,-0.0217047848396125,-0.0259973363342682,-0.5086084375788278,-0.6818810422540793,-0.0035382659016223,-0.4753148331638166,-0.698520858007925,-0.0032686099193615,-0.0416899483835218,0.0534541707902898,-0.04718331465215653,-0.046538399931973395,-0.08646302623798774,-0.04224447384988106,0.0002582227769420964,0.026322667004925027
2015-02-07,-1,0.0380745419629131,0.0165948971064932,226716.0,0.2084595791198416,0.1225878811129675,0.0012093634892906,9.351,0.4928350925302052,0.000378777431667,-0.0215504276421123,-0.0185317323018843,-0.0242467078090538,-0.5086084375788278,-0.6818810422540793,0.0383902549803663,-0.0632131444509673,-0.5495295148642851,0.000378777431667,-0.0360087361006877,0.0533573813654584,0.026322667004925027,-0.022102638327008872,-0.021440747731399812,-0.06241629668096338,-0.01703379406290484,0.022727974248704763
2015-02-08,0,0.0380745419629131,0.0165948971064932,169080.0,0.2084595791198416,0.1225878811129675,0.0027422552880304,9.536,-0.4374113669984045,0.0018048198548958,-0.0210820187259992,-0.0181993907844137,-0.0237061227866659,-0.5086084375788278,-0.6818810422540793,0.0045461580149774,-0.2978520695590108,-0.3105293600289549,0.0018048198548958,-0.0305746819658168,0.048573587967601,0.022727974248704763,0.049648902151474994,0.0001229877269712798,0.0007999217549927717,-0.041106918415923066,-0.01890257993139044
2015-02-09,-1,0.0380745419629131,0.0165948971064932,209018.0,0.2084595791198416,0.1225878811129675,0.0161325345762807,9.0,0.6013505761178211,0.0030113760436067,-0.0214883317055916,-0.0192910419342116,-0.0238368226146752,-0.5086084375788278,-0.6818810422540793,-0.0176142206911475,-0.1787178442588608,-0.2111919682072662,0.0030113760436067,-0.0269569320842055,0.0457997702839678,-0.01890257993139044,0.0033957769673997884,0.029807829878660597,-0.01878191698975884,-0.018117778761310155,-0.013908517826445643
